run_id,timestamp,config_id,code_version,dataset_version,question_id,cluster_id,epoch,metric,score,latency_ms,cost_usd,refused
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_001,simple,1,p_at_5,1.0,10534.504132927395,0.00026655,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_001,simple,1,r_at_5,1.0,10534.504132927395,0.00026655,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_001,simple,1,khr,1.0,10534.504132927395,0.00026655,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_001,simple,1,citation_acc,1.0,10534.504132927395,0.00026655,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_002,comparison,1,p_at_5,0.6,8363.795873010531,0.00030045,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_002,comparison,1,r_at_5,0.5,8363.795873010531,0.00030045,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_002,comparison,1,khr,0.8,8363.795873010531,0.00030045,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_002,comparison,1,citation_acc,1.0,8363.795873010531,0.00030045,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_003,multi_hop,1,p_at_5,0.8,5969.577415031381,0.0003273,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_003,multi_hop,1,r_at_5,1.0,5969.577415031381,0.0003273,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_003,multi_hop,1,khr,1.0,5969.577415031381,0.0003273,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_003,multi_hop,1,citation_acc,1.0,5969.577415031381,0.0003273,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_004,false_premise,1,refusal_correct,1.0,6093.972111004405,0.00017040000000000002,True
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_005,simple_w_condition,1,p_at_5,1.0,5453.706500004046,0.00027495,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_005,simple_w_condition,1,r_at_5,1.0,5453.706500004046,0.00027495,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_005,simple_w_condition,1,khr,1.0,5453.706500004046,0.00027495,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_005,simple_w_condition,1,citation_acc,1.0,5453.706500004046,0.00027495,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_006,simple,1,p_at_5,0.6,4631.404271000065,0.00023325,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_006,simple,1,r_at_5,1.0,4631.404271000065,0.00023325,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_006,simple,1,khr,1.0,4631.404271000065,0.00023325,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_006,simple,1,citation_acc,1.0,4631.404271000065,0.00023325,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_007,simple,1,p_at_5,0.6,10399.42146197427,0.00033075,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_007,simple,1,r_at_5,1.0,10399.42146197427,0.00033075,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_007,simple,1,khr,0.6,10399.42146197427,0.00033075,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_007,simple,1,citation_acc,1.0,10399.42146197427,0.00033075,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_008,simple,1,p_at_5,1.0,12826.665314962156,0.0003759,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_008,simple,1,r_at_5,1.0,12826.665314962156,0.0003759,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_008,simple,1,khr,1.0,12826.665314962156,0.0003759,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_008,simple,1,citation_acc,1.0,12826.665314962156,0.0003759,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_009,simple,1,p_at_5,1.0,20792.63556492515,0.00026054999999999996,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_009,simple,1,r_at_5,1.0,20792.63556492515,0.00026054999999999996,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_009,simple,1,khr,1.0,20792.63556492515,0.00026054999999999996,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_009,simple,1,citation_acc,1.0,20792.63556492515,0.00026054999999999996,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_010,simple,1,p_at_5,1.0,34666.59811907448,0.00023175,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_010,simple,1,r_at_5,1.0,34666.59811907448,0.00023175,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_010,simple,1,khr,0.75,34666.59811907448,0.00023175,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_010,simple,1,citation_acc,1.0,34666.59811907448,0.00023175,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_011,simple_w_condition,1,p_at_5,0.8,82561.66452798061,0.0006546,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_011,simple_w_condition,1,r_at_5,1.0,82561.66452798061,0.0006546,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_011,simple_w_condition,1,khr,1.0,82561.66452798061,0.0006546,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_011,simple_w_condition,1,citation_acc,1.0,82561.66452798061,0.0006546,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_012,simple_w_condition,1,p_at_5,0.6,7440.058020059951,0.0002778,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_012,simple_w_condition,1,r_at_5,1.0,7440.058020059951,0.0002778,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_012,simple_w_condition,1,khr,1.0,7440.058020059951,0.0002778,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_012,simple_w_condition,1,citation_acc,1.0,7440.058020059951,0.0002778,False
01KVQFMGKTWP6RCBTR9EXYNH69,2026-06-22T11:02:57.511966+00:00,custom-openai-k8s+470d79fa,3547fa9-dirty,sha-b69f0f6f,k8s_013,simple_w_condition,1,p_at_5,0.8,5519.068276975304,0.0002616,False
