run_id,timestamp,config_id,code_version,dataset_version,question_id,cluster_id,epoch,metric,score,latency_ms,cost_usd,refused
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q001,fastapi_path_params.md,1,p_at_5,0.2,11730.278401984833,0.0030632,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q001,fastapi_path_params.md,1,r_at_5,1.0,11730.278401984833,0.0030632,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q001,fastapi_path_params.md,1,khr,0.75,11730.278401984833,0.0030632,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q001,fastapi_path_params.md,1,citation_acc,1.0,11730.278401984833,0.0030632,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q002,fastapi_pagination.md,1,p_at_5,0.6,9030.262780957855,0.0025736000000000005,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q002,fastapi_pagination.md,1,r_at_5,1.0,9030.262780957855,0.0025736000000000005,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q002,fastapi_pagination.md,1,khr,1.0,9030.262780957855,0.0025736000000000005,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q002,fastapi_pagination.md,1,citation_acc,1.0,9030.262780957855,0.0025736000000000005,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q003,fastapi_middleware.md,1,p_at_5,0.8,11816.032027010806,0.0039384,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q003,fastapi_middleware.md,1,r_at_5,1.0,11816.032027010806,0.0039384,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q003,fastapi_middleware.md,1,khr,1.0,11816.032027010806,0.0039384,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q003,fastapi_middleware.md,1,citation_acc,1.0,11816.032027010806,0.0039384,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q004,fastapi_security.md,1,p_at_5,1.0,7359.5749699743465,0.0027351999999999997,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q004,fastapi_security.md,1,r_at_5,1.0,7359.5749699743465,0.0027351999999999997,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q004,fastapi_security.md,1,khr,1.0,7359.5749699743465,0.0027351999999999997,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q004,fastapi_security.md,1,citation_acc,1.0,7359.5749699743465,0.0027351999999999997,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q005,fastapi_deployment.md,1,p_at_5,1.0,26323.956356965937,0.0048848,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q005,fastapi_deployment.md,1,r_at_5,1.0,26323.956356965937,0.0048848,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q005,fastapi_deployment.md,1,khr,0.0,26323.956356965937,0.0048848,False
01KV8145TPQ40CT5109JSYQDD2,2026-06-16T11:02:15.295740+00:00,langchain-anthropic+claude-haiku-4-5-20251001,7219995-dirty,sha-be308fab,q006,fastapi_dependencies.md,1,p_at_5,1.0,13894.142567995004,0.0037568000000000002,False
